video_id,title,publish_time,channelId,channel_title,category_id,trending_date,views,likes,comment_count,comments_disabled,ratings_disabled,description
ncYvjnzAXB8,야 제대로 버려라,2023-04-24T09:00:33Z,UC1x03ziDHPct2xTikLyfMDA,킥서비스,23,23.27.04,757637,11088,1352,False,False,#2033년#스케치코미디#분리수거안녕하세요.이번 편은 2033년에 '쓰레기'를 분리수거 하는데 있어 일어나는 좌충우돌 우당탕탕 대소동 에피소드입니다.재미있게 보시구 킥킥이 여러분들 오늘 하루도 고생하셨습니다잇!음악출처https://www.youtube.com/watch?v=GuRM-iyts2A
CZO10jCOswE,네?! 두 그릇 맞아요? 괴물짜장 두 그릇! 12인분 폭풍 도전먹방!,2023-04-23T12:45:10Z,UCysVk8dzvSydsFklSu96HSg,광마니,22,23.27.04,527868,14591,831,False,False,"광마니 채널에서는 광고나 협찬을 일절 받고 있지 않습니다. 너그러운 마음으로 양해 부탁드립니다.E-mail : Kwangmanito@naver.comInstagram : Kwangmanito▼촬영 이야기▼유튜브 시청자 여러분, 마니또 친구들 오늘도 열심히 사시느라 수고하셨습니다.마니마니 광마니입니다~^^이번에 방문한 곳은 서울특별시 강서구 등천동에 위치한 중식당 '중화가정 강서NC점'입니다.홍대에 위치한 중화가정 본점만 방문하다 이번에 처음으로 NC강서점에 방문했어요.중화가정은  많은 분들이 괴물짜장을 도전하러 가는 곳인데요.광마니 유튜브 첫 영상이 괴물짜장 도전먹방이라서 저에게는 의미가 남다른 곳이에요.요즘은 도전도 가능하고 그냥 주문도 가능합니다.예전에는 14,000원 하던 괴물짜장이 그동안 세월도 흐르고 물가 상승 때문에 30,000원이 되었고, 양도 더 많아졌어요. 어허허헣 제가 내년에는 40대가 되는데요. 나이를 더 먹기 전에 그전부터 꼭 도전해 보고 싶었던 도전!괴물짜장 두 그릇에 도전하러 갔습니다.몹시 떨리고 긴장되는 가운데 광마니는 과연 도전에 성공할 수 있을까요?촬영할 수 있도록 허락해 주시고 친절하게 대해주신 직원분들께 진심으로 감사하다는 인사를 드려요.오늘도 여러분 덕분에 제가 유튜브를 할 수 있다는 사실에 하루하루 감사를 느끼며 지내고 있어요.늘 초심 잃지 않는 제가 되도록 노력할게요. ^^오늘도 끼니 거르지 마시고 마니 마니 드세요.그리고 1일 1광 잊지 마시고 늘 광며드시길 바라요.뿅!#도전먹방 #다먹으면공짜 #다먹으면무료 #괴물짜장 #짜장면 #면치기 #중화가정 #대식가 #푸드파이터 #먹방■ 중화가정 강서NC점ㆍ서울특별시 강서구 강서로56길 17 NC백화점 강서점 8층 (등촌동 689)ㆍ오전 11시 ~ 오후 9시(마지막 주문 오후 8시)ㆍ한 달에 한 번 NC백화점 강서점 정기휴무일에 함께 휴무ㆍ02-2667-9540■ 가격ㆍ6인 괴물짜장면 30,000원ㆍ음료수 2,000원 ※ 12분 내에 도전 성공시 무료■ 사용 장비 목록ㆍ카메라 : 미러리스 캐논 RP 2대, M50 2대ㆍ렌즈 : 캐논 RF 15-35mm F2.8L IS USM, 캐논 RF 24-105mm F4-7.1 IS STM, 캐논 EF-M 11-22mm  F4-5.6 IS STMㆍ휴대폰 : Galaxy20 Ultra, Galaxy 7ㆍ액션캠 : 고프로 히어로9 블랙(2대)ㆍ핸드폰 삼각대 : YOUITCH TRIPOD SELFIE STICK (YSS-WT800)ㆍ미니 삼각대 : 조비 고릴라포드 (JOBY GORILLA POD + 볼헤드 1K, 3K)ㆍ큰 삼각대 : 레오포토 LX-225CT + XB32Q 10X 카본삼각대 트래블러ㆍ오디오 : 녹음기(소니 ICD-TX650)ㆍ편집 : 맥북프로 2021 16인치(파이널 컷), 삼성 오디세이(프리미어), 근성■ BGMㆍLittle Fish - Quincas MoreiraㆍEpic Battle Speech - Wayne JonesㆍHeavenly - Aakash Gandhi"
1r0NT2dcd7g,여기가 바로 대한민국이란다,2023-04-23T11:00:02Z,UCxBWCgdIk9VQAfUc5pINioA,아로치카 arochika,22,23.27.04,521906,11118,799,False,False,아론과 치카코 부부는 결국 1년만에묭이를 데리고 한국땅을 밟았습니다미세먼지가 콧털을 간지럽히는 따스한 봄날한국의 일교차는 무시무시했습니다#한국입국 #아빠의나라 #어서와-----------------------------------------------------------------------------■사용된 BGM🎵Music provided by 브금대통령🎵Track : Kid's Room - https://youtu.be/e4w3WzWeFbg■사용된 자막템플릿 자막 : 나눔템플릿■비지니스 문의terebiaron@gmail.com-----------------------------------------------------------------------------
N1yCDV7o6tE,[오늘 이슈] 치킨값 올린 교촌…“실적은 10분의 1토막” / KBS 2023.04.21.,2023-04-21T02:55:20Z,UCcQTRi69dsVYHN3exePtZ1A,KBS News,25,23.27.04,5171112,27904,25751,False,False,"교촌이 '치킨 빅 3' 중 가장 저조한 실적 성적표를 받아들었습니다. 지난해 영업이익이 10분의 1 토막으로 곤두박질쳤습니다.전자공시시스템에 따르면 교촌에프앤비의 경우 지난해 매출은 4,989억 원, 영업이익은 29억 원을 기록했습니다. 매출은 4,935억 원을 기록했던 전년 대비 1.1% 상승했지만, 영업이익이 전년 280억 원보다 89.8%나 급감했습니다.  교촌 측은 지난해 급격한 원부자재 가격 상승에 따른 실적 저하라 해명했지만, 시장 정서를 고려하지 않고가맹점주 수익성 확보 차원에서 선제적으로 가격을 인상한 것이 발목을 잡았다는 분석도 있습니다. BHC의 경우 지난해 영업이익이 1,418억 원으로 전년 대비 7.8% 줄었습니다. 매출은 5,075억 원으로전년보다 6.4% 올랐습니다. BBQ 매출은 4,188억 원으로 교촌보다는 낮지만, 전년 대비 매출 상승 폭은 15.6%로 교촌을 상회합니다.또 영업이익은 641억 원으로 오히려 전년보다 38억 원 상승했습니다.교촌은 지난 2021년 11월 당시 업계에서 가장 먼저 제품 가격을 평균 8.1% 인상했습니다.같은 해 BHC가 가격을 1,000원에서 2,000원 정도 올렸고 ,BBQ도 지난해 들어 2,000원 정도가격을 높였습니다.교촌은 이달 3일부터 다시 가격을 품목별로 500원에서 3,000원 정도 인상했습니다. 일부 커뮤니티에서는불매하겠다는 움직임도 나옵니다.전문가들은 명확한 신성장 동력을 확보하기 어려운 치킨 업계에서 교촌의 선제적 인상에 대한 부정적 여론이 형성됐고, 물가 상승이라는 대외 변수까지 합쳐져 실적이 악화했다는 분석입니다. KBS 뉴스 양예빈입니다.▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7657656▣ 제보 하기◇ 카카오톡 : 'KBS제보' 검색◇ 전화 : 02-781-1234◇ 홈페이지 : https://goo.gl/4bWbkG◇ 이메일 : kbs1234@kbs.co.kr#교촌 #치킨 #가격"
WfW6dJHKtIA,BREAKING NEWS: A STRANGE PHENOMENON SPOTTED | MY WORLD NEWS,2023-04-23T15:00:30Z,UC9GtSLeksfK4yuJ_g1lgQbg,aespa,10,23.27.04,1160536,105320,3542,False,False,"aespa's 3rd Mini Album MY WORLD will be released on May 8th, 6PM (KST).🔗https://aespa.comaespa Officialhttps://www.youtube.com/c/aespahttps://www.instagram.com/aespa_officialhttps://www.tiktok.com/@aespa_officialhttps://twitter.com/aespa_Officialhttps://www.facebook.com/aespa.officialhttps://weibo.com/aespa#aespa #MYWORLD #에스파 #æspa #aespa_MYWORLD #Spicy #aespa_Spicy"
1dpuHes2qcU,달에 50년 동안 버려진 쓰레기 속의 생명체가 정말 살아있을까?,2023-04-22T08:39:34Z,UCrBpV_pG2kyMMEHCMTNzjAQ,리뷰엉이: Owl's Review,28,23.27.04,710980,6636,691,False,False,나사 아폴로 미션 때 우주인들은 달에 쓰레기들을 버리고 왔다. 그런데 50년이 지난 현재 이 쓰레기를 다시 가져오겠다고 한다. 뭐하러 이 쓰레기들을 다시 가져오겠다는 걸까?또 우주인들은 좁은 우주선 안에서 어떻게 볼일을 처리할까?참고자료https://www.sciencetimes.co.kr/news/%EA%B1%B4%EA%B0%95%ED%95%9C-%EB%98%A5-%EC%95%BD%EC%9D%B4-%EB%90%98%EB%8A%94-%EB%98%A5/ https://history.nasa.gov/SP-368/s6ch2.htmhttp://weekly.khan.co.kr/khnm.html?mode=view&code=115&art_id=201407https://www.vox.com/science-and-health/2019/3/22/18236125/apollo-moon-poop-mars-sciencehttps://www.rmg.co.uk/stories/topics/strange-things-humans-have-left-on-moon https://www.detroitnews.com/story/news/nation/2019/07/08/apollo-astronauts-moon-trash/39665887/ https://www.space.com/weird-stuff-apollo-astronauts-left-moon.html https://timesofindia.indiatimes.com/home/science/why-nasa-wants-to-bring-back-96-bags-of-poop-from-moon/articleshow/68788626.cms https://www.hani.co.kr/arti/science/future/902485.htmlhttps://www.asiae.co.kr/article/2023031616450273405https://www.sciencetimes.co.kr/news/%EC%95%84%ED%8F%B4%EB%A1%9C%ED%98%B8%EA%B0%80-%EB%8B%AC%EC%97%90-%EB%B2%84%EB%A6%B0-96%EA%B0%9C-%EB%B4%89%ED%88%AC/
rWGhrUUgY0U,독일 장인장모님께 깜짝 이별 선물로 유튜브 수익이 든 휴지 박스를 드렸더니..,2023-04-23T01:00:15Z,UCvD2njyGxgG9iG-RtmdsYTQ,카리나의 삶,22,23.27.04,237050,11752,289,False,False,"본 콘텐츠는 모인 해외송금에서 소정의 광고료를 지급받아 제작되었습니다.쿠폰 코드 : CARINA송금 국가 : 유럽, 영국할인 금액 : 5,000원유효 기간 : 발급 후 90일유의 사항 :1) ID당 1회 사용 가능합니다.2) 쿠폰 중복 사용은 불가합니다.3) 최대 할인 금액은 수수료 금액을 초과하지 않습니다.모인 홈페이지 : https://bit.ly/40nhpVI모인 유학생 할인 : https://bit.ly/41KIgMg모인 앱 다운 : https://moinaffiliate.onelink.me/HKdh/nrsy041v#국제커플 #용돈 #해외송금 오늘도 시청해주셔서 고맙습니다.--이메일 : tngh5531@gmail.com인스타그램 : schimmelslife촬영장비 : 니콘z-30, 고프로10쇼츠 채널 : @carinas-korea"
mVK1ihiJ7Ms,이별 여행 특 (SUB),2023-04-22T10:00:35Z,UChgOgRNxrtCcVARDQT_c-Zg,짧은대본 ShortPaper,24,23.27.04,1341124,23383,2042,False,False,"#웹드라마 #이별여행 #굽네 #소맛닭 #굽네몰이 영상은 굽네몰으로부터 제작비를 지원받아 제작되었습니다.[짧은대본 x 굽네몰]  이나가 반한 맛있는 소스 듬-뿍! 💖소맛닭 최대 50% 특가! (04.24~05.31)맛있는 굽네 닭가슴살 핫딜👇https://bit.ly/3AAdSZLChoi Yu Ree(최유리) - 잘 지내자, 우리https://music.bugs.co.kr/album/4055940장소정보 옥천금강수변 친수공원충북 옥천군 동이면 금암리 1139https://naver.me/G1IhWnnD펜션정보석호리 178충북 옥천군 군북면 석호길 118문의메일 - short_paper@naver.com배우지원 - short_audi@naver.com"
QWWvoX0rz2M,(EN)강형욱한테 가스라이팅 당하는 비글 구리 아빠 비투비 이창섭 [강형욱의개스트쇼] EP.11,2023-04-22T03:00:20Z,UCee1MvXr6E8qC_d2WEYTU5g,강형욱의 보듬TV,15,23.27.04,1393883,30190,1327,False,False,기분 좋아지게 하는 구리 보고 가셔요형욱 님 눈에서 하트나옴 구리야 예지앞사 ♥ (예전에도 지금도 앞으로도 사랑한다는 뜻ㅎ) #강형욱 #이창섭 #비투비 #강아지 #구리 #반려견 #토크쇼 #BTOBCopyright ⓒ 2023 Studio Episode - All Rights Reserved
h_fUw8w48VU,BAEKHYUN 백현 ‘Betcha’ Dance Practice,2023-04-23T13:00:28Z,UC473RoZQE2gtgZJ61ZW0ZDQ,SMP FLOOR,10,23.27.04,388074,57935,2434,False,False,🎥 'UN Village' MV https://youtu.be/-EfjXQgE1e8🎧 http://smarturl.it/BAEKHYUN_CL_aSubscribe to SMP FLOOR for more!https://www.youtube.com/smpdance?sub_confirmation=1BAEKHYUN Officialhttp://www.youtube.com/baekhyunhttp://www.youtube.com/weareoneEXOhttp://www.facebook.com/weareoneEXOhttp://www.instagram.com/weareone.exohttp://twitter.com/weareoneEXO#BAEKHYUN #백현 #Betcha #UNVillage#SMP #SMPD #SMPFLOOR #슴피플로어
9yECQYjkZ-I,전인지 In Gee Chun 홀인원! | 2023 The Chevron Championship 3라운드,2023-04-22T18:30:04Z,UCJd73FoI70yaZdSC173HcVw,LPGA Korea,17,23.27.04,106935,655,50,False,False,"LPGA 2023 시즌 첫 메이저 대회 The Chevron Championship 3라운드에서 홀인원을 성공한 전인지!#lpga #골프 #golf #하이라이트 #전인지 #메이저 _________LPGA 코리아 공식 유튜브 채널에서 투어 최신 소식과 라운드 하이라이트, 세계 최정상 여성 골퍼들의 다양한 순간들을 만나보세요![공식 SNS 채널 팔로우하기]인스타그램: https://www.instagram.com/lpga_korea/틱톡: https://www.tiktok.com/@lpga_korea [공식 사이트]https://www.lpga.com/http://www.uslpga.kr/ (한글)LPGA Korea 채널은 건전한 커뮤니티를 지향합니다. 비방과 욕설은 경고없이 삭제될 수 있습니다."
0PGes_AgfzQ,"환상적인 60M 단독 드리블 + 득점까지!! 소름돋는 이강인의 플레이, 라리가 첫 멀티골 + MOM 등극! (마요르카vs헤타페)",2023-04-23T20:30:00Z,UCdh5nloZ9eo5YpZ2DRWwIew,새벽의 축구 전문가,17,23.27.04,158551,2779,268,False,False,환상적인 이강인 활약비즈니스 & 기타 문의 :fenomino92@gmail.cominstagram.com/fenomino_92/#이강인 #축구 #라리가 #마요르카 #무리키 #아기레
ak490-PtOuU,"[4K] 아이브 (IVE) -“I AM” Band LIVE Concert │넌 그냥 아이브 믿으면 돼, 보이는 그대로야💗 [it’s KPOP LIVE 잇츠라이브]",2023-04-20T08:00:11Z,UCB9e3pof1o83aa0kkaoeJGA,it's Live,24,23.27.04,3200251,138148,5810,False,False,"잇츠라이브를 찾아온 아이브!!😍‘내가 가는 길에 확신을 가지라’는 주체적인 삶의 태도를 노래한 곡,IVE의 'I AM’ 무대를 지금 바로 만나보세요💗IVE - “I AM”#itsLive #아이브 #IAM #IVE #안유진 #가을 #레이 #장원영 #리즈 #이서 #밴드 #KPOP #잇츠라이브"
PxycHpwwpeI,TAEYANG - ‘Shoong! (feat. LISA of BLACKPINK)’ PERFORMANCE VIDEO TEASER,2023-04-22T04:00:09Z,UCg8ZzloDPTrOiGztK0C9txQ,THEBLACKLABEL,10,23.27.04,4233075,0,9534,False,True,TAEYANG - ‘Shoong! (feat. LISA of BLACKPINK)’ PERFORMANCE VIDEO TEASEREP ALBUM [Down to Earth]2023.04.25 6PM (KST)[Down To Earth] | Pre-savehttps://taeyang.lnk.to/DtE_PresaveMore about TAEYANG @https://www.instagram.com/__youngbae__/https://www.facebook.com/TAEYANGhttps://twitter.com/Realtaeyanghttps://www.tiktok.com/@taeyang#TAEYANG #태양 #LISA #리사#슝 #Shoong #DowntoEarth#THEBLACKLABEL #더블랙레이블
iQwhRLVIjwU,"Brawl Stars: Brawl Talk - BLING! 2 Brawlers, a new Showdown, and MORE!",2023-04-22T14:58:52Z,UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,20,23.27.04,5060411,276069,23455,False,False,"What's the first skin you are going to get with BLING?#rumblejungle #brawltalk #brawlstars #bling Download NOW!! ►► https://supr.cl/2K62CZGBe a BRAWLER! Subscribe! ►► https://supr.cl/subscribeAn epic battle royale made for mobile! Play with friends or solo across a variety of game modes in under three minutes.Unlock and upgrade dozens of Brawlers with powerful Super abilities, Star Powers and Gadgets! Collect unique skins to stand out and show off. Battle in a variety of mysterious locations within the Brawliverse!BATTLE IN MULTIPLE GAME MODES- Gem Grab (3v3): Team up and out-strategize the opposing team. Collect and hold 10 gems to win, but get fragged and lose your gems.- Showdown (Solo/Duo): A battle royale style fight for survival. Collect power ups for your Brawler. Grab a friend or play solo - be the last Brawler standing in the rowdiest battle royale yet. Winner take all!- Brawl Ball (3v3): It's a whole new Brawl game! Show off your soccer/football skills and score two goals before the other team. There are no red cards here.- Bounty (3v3): Take out opponents to earn stars, but don’t let them pick you off. The squad with the most stars wins the match!- Heist (3v3): Protect your team’s safe and try to crack open your opponents’. Navigate the map to sneak, blast and blow your way clear to the enemies treasure.- Special Events: Limited time special PvE and PvP game modes.- Championship Challenge: Join Brawl Stars' esports scene with in-game qualifiers!UNLOCK AND UPGRADE BRAWLERSCollect and upgrade a variety of Brawlers with powerful Super abilities, Star Powers and Gadgets! Level them up and collect unique skins.BRAWL PASSComplete quests, open Brawl Boxes, earn Gems, pins and an exclusive Brawl Pass skin! Fresh content every season.BECOME THE STAR PLAYERClimb the local and regional leaderboards to prove you’re the greatest Brawler of them all!CONSTANTLY EVOLVINGLook out for new Brawlers, skins, maps, special events and games modes in the future.PLEASE NOTE! Brawl Stars is free to download and play, however, some game items can also be purchased for real money. If you don't want to use this feature, please disable in-app purchases in your device's settings. Also, under our Terms of Service and Privacy Policy, you must be at least 9 years of age to play or download Brawl Stars.Features:- Team up for real-time 3v3 battles against players from across the world- A fast-paced multiplayer battle royale mode made for mobile- Unlock and collect new, powerful Brawlers - each with a signature attack and Super ability- New events and game modes daily- Battle solo or with friends- Climb to the top of the leaderboards in global and local rankings - Join or start your own Club with fellow players to share tips and battle together- Customize Brawlers with unlockable skins- Player-designed maps offer challenging new terrain to masterFrom the makers of Clash of Clans, Clash Royale and Boom Beach!Support:Contact us in-game via Settings, Help and Support — or visit http://supercell.helpshift.com/a/brawl-stars/Privacy Policy:http://supercell.com/en/privacy-policy/Terms of Service:http://supercell.com/en/terms-of-service/Parent's Guide:http://supercell.com/en/parents/"
1AXDKONn8tk,바위서 사진 찍다가…등산하던 40대 여성 추락사 | 뉴스A,2023-04-23T10:44:57Z,UCfq4V1DAuaojnr2ryvWNysw,채널A 뉴스,25,23.27.04,1586737,8618,2540,False,False,"바위서 사진 찍다가…등산하던 40대 여성 추락사봄기운이 물씬한 요즘 나들이 가셔서 기념사진 촬영하는 분들 많으실 겁니다. 그런데, 조심하셔야 합니다. 오늘 한 등산객이 바위 위에서 사진 촬영을 하다가 떨어져 숨졌습니다. 강경모 기자입니다.○ 기사 보기https://www.ichannela.com/news/main/news_detailPage.do?publishId=000000344629▶채널A뉴스 구독https://www.youtube.com/tvchanews?sub_confirmation=1[채널A 뉴스·시사 프로그램 방송시간]〈평일〉08시 50분 김진의 돌직구 쇼12시 00분 뉴스A 라이브17시 20분 뉴스TOP1019시 00분 뉴스A〈주말〉12시 10분 토요랭킹쇼·뉴스A 라이브19시 00분 뉴스A#채널A뉴스 #뉴스A #바위 #사진 #등산 #여성 #추락사 #사건사고 ▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do▷ 페이스북 https://www.facebook.com/channelanews▷ 카카오스토리 https://story.kakao.com/ch/channelanews"
hR-zsk5XZw8,아삭아삭 밑반찬으로 최고👍지금이 제철! 멸치와 찰떡궁합💯 마늘쫑보이면 무조건 사오세요,2023-04-20T23:26:53Z,UCWrh9haWsTEAQF9UEg6AEFQ,소소황 Cook & Eat,26,23.27.04,351866,1677,29,False,False,마늘쫑과 멸치를 활용한 밥도둑 마늘쫑멸치볶음 레시피.양념은 계량 스푼과 계량 컵 기준입니다.계량스푼 1큰술 = 15ml일반숟가락 1스푼 = 10ml계량스푼 1작은술 = 5ml계량컵 1컵 = 200ml종이컵 1컵 = 180ml재료마늘쫑 300g손질한 큰 멸치 60g마늘 10알청양고추 1개굵은소금 1큰술통깨양념장:양조(진)간장 2.5큰술고추장 3큰술고춧가루 3큰술맛술 4큰술물엿 2큰술설탕 1큰술참기름 1큰술Ingredient300g of garlic stem60g of anchovies10 pieces of garlic1 hot pepper1 tablespoon of coarse saltSesameSauce:2.5 tablespoons of soy sauce3 tablespoons of red pepper paste3 tablespoons of red pepper powder4 tablespoons of cooking wine2 tablespoons of starch syrup1 tablespoon of sugar1 tablespoon of sesame oil#마늘쫑볶음#멸치볶음#밥도둑Track: Blue — Declan DP [AL+ Release]Music provided by Audio Library PlusWatch: https://youtu.be/Tu63TwPG0RAFree Download / Stream: https://alplus.io/Blue
Pgb9oX_tBiw,"방과 후, 무인 라면 편의점 먹방– 애니먹방/Self Ramen Store Mukbang/Animation ASMR/foomuk",2023-04-23T06:00:44Z,UCOszRhGW_mW8yPYKhLuULMw,푸먹_foomuk,1,23.27.04,566264,13366,770,False,False,오늘은 보라와 친구들이 방과 후 무인 라면 편의점에 가게 되었어요.친구들과 먹어서 더 맛있는 라면 먹방~ 그럼 오늘도 재밌게 봐주세요 : )[출처표시] ---------------------------------------------------- “Sound effects obtained from “https://www.zapsplat.com ---------------------------------------------------- ※해당 영상의 저작권은 푸먹에게 있습니다. 영상의 재업로드 및 무단 사용을 금지합니다. 저작권 침해로 인한 책임이 발생할 수 있습니다. ※ The copyright of the video belongs to foomuk. Re-uploading and unauthorized use of video are strictly prohibited. Liability may arise due to copyright infringement.#무인라면먹방 #애니먹방 #방과후먹방
skuCkRhGnWo,해외 언론과 영국 팬들이 평가한 이강인,2023-04-22T11:39:41Z,UChb4gtsgSdwMDktdLukfrfw,김진짜 Real KIM,17,23.27.04,422745,7122,601,False,False,"이강인 선수가 다수의 프리미어리그 팀들과 연결되고 있습니다. 이적설을 다룬 해외 기사에서 이강인 선수를 어떻게 묘사하는지, 현지 팬들은 어떤 반응을 보이는지 알아봅니다.인스타그램:https://www.instagram.com/kimjinjja10/?hl=ko비즈니스 문의:qksdidhkdwk@naver.com"
MYdr8gPQKIk,Jelly Pop,2023-04-20T15:04:25Z,UC-Q8uYqLaXfVeBa-pZoOyGA,BOYS PLANET - Topic,10,23.27.04,762727,12329,0,False,False,"Provided to YouTube by Genie Music CorporationJelly Pop · BOYS PLANETBOYS PLANET - FINAL TOP9 BATTLE℗ 2023 Stone Music EntertainmentReleased on: 2023-04-21Lyricist: Kim AnnaComposer: imsuho, Naasim, Dr.Han, Chris Wahle, Ryan LawrieArranger: imsuho, Naasim, Dr.HanAuto-generated by YouTube."
sJuKhAhniWo,도재정은 NCT 고정유닛인가요? 시즈니 궁금증 전부 등판해서 밝혀줌 | NCT DOJAEJUNG | Perfume | 아이돌등판 | IDDP | 도영 재현 정우,2023-04-21T10:00:09Z,UCqq-ovGE01ErlXakPihhKDA,1theK Originals - 원더케이 오리지널,24,23.27.04,682701,39055,1288,False,False,"도재정은 NCT 고정유닛인가요? 시즈니 궁금증 전부 등판해서 밝혀줌 | NCT DOJAEJUNG | Perfume | 아이돌등판 | IDDP | 도영 재현 정우#NCT_DOJAEJUNG#Perfume#IDDP#New1theKOriginal#1theK#원더케이#원더케이오리지널[IDDP] NCT DOJAEJUNGNCTzen across the world!NCT DOJAEJUNG finally made his debut! A hot debut!Shall we shout? LET’S DO! JAE! JUNG!In celebration of his hot debut, we’ve invited DOYOUNG, JAEHYUN and JUNGWOO to IDDP!0:00 IDDP - NCT DOJAEJUNG0:08 🔎 NCT DOJAEJUNG2:13 🔎 도영(DOYOUNG)6:33 🔎 재현(JAEHYUN)11:17 🔎 정우(JUNGWOO) 14:48 🔎 Youtube15:08 🔎 theqoo16:54 🔎 instiz18:38 🔎 Melon20:01 🔎 DaumK-POP Wonderland, 1theKK-POP의 모든 즐거움이 여기에,다양한 원더케이 오리지널 컨텐츠를 만나보세요!K-POP Wonderland, 1theKAll the joys of K-pop here!1theK has a wide variety of Original Content▶1theK YouTube https://www.youtube.com/1theK▶1theK Originals YouTube  https://www.youtube.com/1theKOriginals▶1theK Live YouTube https://www.youtube.com/@1theKLive▶1theK Facebook  http://www.facebook.com/1theK▶1theK Twitter https://twitter.com/1theK▶1theK TikTok  https://vt.tiktok.com/2mSMBS▶1theK Live Instagram https://www.instagram.com/1thek_live/"
jLgfunyT_Rc,[자막뉴스] 이게 왜 살인이 아닙니까? CCTV 보세요 절규한 엄마 (MBC뉴스),2023-04-23T02:15:42Z,UCF4Wxdo3inmxP-Y59wXDsFw,MBCNEWS,25,23.27.04,4178133,35699,23463,False,False,#아동학대 #어린이집원장 #아동학대살해죄
sAIfwy3LxYA,감자를 굵게 다수확 하려면 지금 이것 꼭해야,2023-04-25T10:42:32Z,UCZ4T91xGdsyqH0pUA_z5QTg,솔바위농원,27,23.27.04,138287,653,35,False,False,속노란 홍심이감자는 분도 많이 나고 수확량도 많은 감자다 반듯이 감자 순치기를 해야하고엽면시비도 2~3번은 해야 맛있는 감자를 수확할 수가 있다 #감자순치하는법 #감자굴게하는법 #감자다수확
k2GNcev8kaA,BABYMONSTER - 'Last Evaluation' EP.7,2023-04-20T15:00:04Z,UCqwUnggBBct-AY2lAdI88jQ,BABYMONSTER,22,23.27.04,8178295,292606,17960,False,False,#BABYMONSTER #베이비몬스터 #LastEvaluation #EP7 #YG_NEW_GROUP #YGMore about BABYMONSTER @Official YouTube https://www.youtube.com/@officialBABYMONSTEROfficial Instagram https://www.instagram.com/babymonster_ygofficialOfficial Facebook https://www.facebook.com/BABYMONSTER.ygofficialOfficial Twitter https://twitter.com/YGBABYMONSTER_Official TikTok https://tiktok.com/@babymonster_yg_tiktokOfficial Weibo https://weibo.com/u/7811488144Official bilibili https://space.bilibili.com/3493127232948989
OlZO6CavlTQ,🥒오이깍두기 이 방법으로 절이면 다 먹을 때까지 물이 생기지 않고 끝까지 아삭아삭해요! 😄너무 쉬워 깜짝 놀라는 비법,2023-04-21T01:30:56Z,UCftXk2n3io6hMik2uP-0_1Q,알콩할미네 집밥,24,23.27.04,282336,4078,34,False,False,"[재료] 오이 20개 (4kg)부추 (320g)쪽파 (100g)양파 2개 (400g)홍고추 8개 (80g)◈1스푼= 밥숟가락 기준, 1컵=200㎖기준◈[양념]고춧가루 1½컵 또는 2컵 (300㎖ 또는 400㎖)간마늘 7스푼간생강 1스푼새우젓 3스푼매실액 3스푼조청쌀엿 3스푼멸치액젓 ½컵 (100㎖)◈간은 입맛에 맞게 조절하세요◈댓글은 그 사람의 얼굴, 에티켓입니다.   다소 다른 레시피와 식재료로 악성 댓글과 비하하는 의견을 남기시는 분들은 삭제 및 신고 진행하겠습니다.◈해당 영상의 저작권은 알콩할 미네 집밥에게 있습니다. 허가 없이 변경/ 배포는 불가합니다."
3v5AMZLiIFY,나야 나,2023-04-22T10:49:21Z,UCVWmCRMdvjvxV2NNX-GaUIQ,하알라,24,23.27.04,491372,6745,659,False,False,"구독과 좋아요 한번씩 부탁드립니다.· 아프리카TV 방송국 : http://bj.afreecatv.com/chorong753· 인스타그램 : https://www.instagram.com/havely_2· 광고문의 : chorong753@naver.com· Copyright 2019. 하알라 All Rights Reserved.* 이 영상은 어떠한 경우에도 공식적인 허가 없이 영상의 일부 또는 전체를 복제, 전송, 배포하거나 변경하여 사용할 수 없습니다."
XrKPPd5_OQY,"90％ 공실 폭탄 상상초월 실태 '고연봉 신도시' 초역세권 상가, 텅텅 빈 이유 [밀착취재T]",2023-04-20T08:11:35Z,UC1UK94nJ1bDJQQrIUFba6Ww,TBS 뉴스,25,23.27.04,577303,4383,1250,False,False,대규모 고연봉 일자리를 낀 서울·수도권 신도시.지하철역 바로 앞 상권 상가 점포가 싹 다 비었다?최고 90％ 초역세권일수록 공실 많은 실태와 원인 분석.TBS '우리동네라이브' 이강훈 기자의 밀착취재T.#신도시상가 #초역세권 #상가임대 #상가분양 #상가주택 #상가투자 #상가매매 #상권분석 #상권순위 #창업 #창업아이템 #창업노하우 #자영업자 #자영업 #판교역 #마곡역 #남위례역 #신도시 #부동산뉴스 #우리동네라이브 #밀착취재T #이강훈기자 #TBS뉴스 #tbsnews
